period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,185,1186981.48,39392.59,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,185,712848.68,117384.17,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,185,308095.29,4689.06,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,185,311791.01,1656.88,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,185,131811.41,7195.24,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,185,118268.32,605.35,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,185,81029.87,2332.95,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,bluechip,185,108219.62,3086.94,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,single,185,99937.76,725.80,11,11,stable,false
2026-epoch-185,2026-05-21,2026-05-21,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,185,78691.93,239.54,11,11,stable,false
